location,size,total_sqft,bath,price,bhk
Ashwath Nagar,2 BHK,1220.0,2.0,65.0,2
Harlur,2 BHK,1197.0,2.0,77.0,2
Thanisandra,3 BHK,1573.0,3.0,90.0,3
Dodda Nekkundi,2 BHK,1135.0,2.0,58.0,2
Avalahalli,3 BHK,2045.0,3.0,108.0,3
Sonnenahalli,2 BHK,1268.0,2.0,56.0,2
Kambipura,2 BHK,883.0,2.0,39.0,2
Yelahanka,3 BHK,1600.0,3.0,100.0,3
Thanisandra,2 BHK,1056.0,2.0,70.0,2
KR Puram,2 BHK,1204.0,2.0,58.0,2
Tejaswini Nagar,3 BHK,1410.0,2.0,54.0,3
Hennur Road,2 BHK,1460.0,2.0,80.3,2
Govindapura,2 BHK,1310.0,2.0,88.0,2
Sector 2 HSR Layout,3 BHK,1600.0,3.0,90.0,3
Sarjapur  Road,3 BHK,1665.0,3.0,74.93,3
Uttarahalli,3 BHK,1345.0,2.0,57.0,3
Singasandra,2 BHK,1416.0,2.0,67.0,2
HSR Layout,2 BHK,1145.0,2.0,46.0,2
Jigani,3 BHK,1231.0,3.0,58.0,3
Yelahanka,3 BHK,1664.0,3.0,73.95,3
Rajiv Nagar,2 BHK,972.0,2.0,43.0,2
Balagere,2 BHK,1007.0,2.0,68.0,2
Whitefield,2 BHK,1250.0,2.0,85.0,2
Horamavu Agara,2 BHK,994.0,2.0,42.28,2
Thanisandra,2 BHK,1220.0,2.0,46.0,2
Hennur Gardens,2 BHK,1441.0,2.0,115.0,2
Old Madras Road,2 BHK,1157.0,2.0,47.32,2
Thigalarapalya,2 BHK,1400.0,2.0,105.0,2
Kadabagere,2 BHK,675.0,2.0,13.5,2
Kanakpura Road,2 BHK,1430.0,2.0,78.0,2
Old Madras Road,3 BHK,2640.0,5.0,150.0,3
Bisuvanahalli,3 BHK,1075.0,2.0,42.0,3
Hennur Road,3 BHK,1570.0,3.0,75.99,3
Sonnenahalli,2 BHK,1011.0,2.0,59.0,2
7th Phase JP Nagar,3 BHK,1450.0,2.0,102.0,3
Sarjapur  Road,2 BHK,1129.0,2.0,69.0,2
Sarjapura - Attibele Road,2 BHK,1126.0,2.0,36.0,2
Sarjapur  Road,3 BHK,1180.0,2.0,45.0,3
Hennur Road,3 BHK,1933.0,3.0,140.0,3
Anwar Layout,1 BHK,610.0,1.0,28.0,1
Kathriguppe,3 BHK,1300.0,3.0,77.99,3
Dodda Nekkundi Extension,3 BHK,1864.0,3.0,120.0,3
Bellandur,2 BHK,1200.0,2.0,62.0,2
GM Palaya,3 BHK,1735.0,3.0,70.0,3
BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3
HSR Layout,2 BHK,1009.0,2.0,56.0,2
Jalahalli,3 BHK,1470.0,2.0,102.0,3
Singapura Village,2 BHK,985.0,2.0,45.0,2
Whitefield,2 BHK,1277.0,2.0,77.0,2
Nallurhalli,2 BHK,1100.0,2.0,62.0,2
Whitefield,3 BHK,1820.0,3.0,140.0,3
Banashankari,3 BHK,1886.0,3.0,205.0,3
Jakkur,3 BHK,1880.0,4.0,110.0,3
Hennur,2 BHK,1255.0,2.0,52.35,2
Kanakpura Road,2 BHK,700.0,2.0,36.0,2
Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2
Whitefield,4 Bedroom,3453.0,4.0,247.0,4
Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3
Kodihalli,4 BHK,3522.0,5.0,716.0,4
Jalahalli,2 BHK,1244.0,2.0,88.0,2
Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2
Sarjapur  Road,2 BHK,1034.0,2.0,38.0,2
Kengeri Satellite Town,3 BHK,1191.0,2.0,33.34,3
Kasavanhalli,3 BHK,1719.0,3.0,71.0,3
Hosa Road,3 BHK,1470.0,2.0,84.22,3
Harlur,3 BHK,1752.12,3.0,125.0,3
Old Madras Road,3 BHK,2990.0,3.0,170.0,3
Bannerghatta Road,3 BHK,1660.0,3.0,85.0,3
Electronic City,3 BHK,1275.0,3.0,63.43,3
Banashankari Stage VI,3 BHK,1392.0,3.0,69.46,3
Whitefield,2 BHK,1245.0,2.0,59.76,2
Yeshwanthpur,2 BHK,1162.0,2.0,64.08,2
Singasandra,3 BHK,1476.0,2.0,73.0,3
Jigani,2 BHK,943.0,2.0,48.0,2
Sarjapur  Road,2 BHK,1113.0,2.0,44.5,2
Varthur,3 BHK,1615.0,3.0,69.43,3
Keshava Nagar,2 BHK,1279.0,2.0,100.0,2
Sompura,3 BHK,1350.0,3.0,65.0,3
Rajaji Nagar,2 BHK,1357.0,2.0,123.0,2
Hebbal,3 BHK,1645.0,3.0,117.0,3
Ardendale,3 BHK,1777.26,3.0,92.0,3
Bisuvanahalli,2 BHK,845.0,2.0,32.0,2
Varthur,2 BHK,1210.0,2.0,64.15,2
Sarjapur  Road,3 BHK,1879.0,3.0,155.0,3
Hosur Road,3 BHK,1250.0,2.0,50.0,3
Marathahalli,3 BHK,1108.0,2.0,60.0,3
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3
Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,42.66,2
Green Glen Layout,3 BHK,1751.0,3.0,115.0,3
Bannerghatta Road,3 BHK,1880.0,3.0,96.5,3
Whitefield,3 BHK,1322.5,3.0,40.985,3
Jalahalli,2 BHK,1407.0,2.0,98.49,2
Yelachenahalli,2 BHK,1000.0,2.0,50.0,2
Electronic City,3 BHK,1518.0,3.0,75.0,3
Tumkur Road,2 BHK,1027.0,2.0,67.0,2
Dairy Circle,4 BHK,3730.0,6.0,430.0,4
HSR Layout,2 BHK,1145.0,2.0,46.0,2
Rajaji Nagar,2 BHK,1260.0,2.0,113.0,2
Begur Road,3 BHK,1500.0,2.0,47.25,3
Varthur,3 BHK,1737.0,2.0,57.32,3
Hegde Nagar,3 BHK,1500.0,3.0,135.0,3
Hennur Road,2 BHK,1030.0,2.0,46.5,2
Kammasandra,2 BHK,1057.0,2.0,35.0,2
Old Airport Road,4 BHK,2774.0,4.0,208.0,4
Thanisandra,2 BHK,1460.0,2.0,38.5,2
Hormavu,2 BHK,1075.0,2.0,53.7,2
Kodihalli,4 BHK,3626.0,5.0,788.0,4
Singasandra,2 BHK,1139.7,2.0,45.0,2
Whitefield,2 BHK,1074.0,2.0,42.8,2
Sarjapur  Road,4 BHK,2425.0,5.0,175.0,4
Sarjapur  Road,2 BHK,1323.0,2.0,74.0,2
Hennur Road,2 BHK,1232.0,2.0,69.61,2
Kalena Agrahara,2 BHK,900.0,2.0,40.0,2
Sarjapura - Attibele Road,1 BHK,740.0,1.0,23.65,1
Hebbal,3 BHK,1920.0,3.0,134.0,3
Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3
Gunjur,3 BHK,1588.0,2.0,90.0,3
Hennur,3 BHK,1340.0,2.0,54.27,3
Thanisandra,3 BHK,1719.0,3.0,135.0,3
Horamavu Agara,2 BHK,1107.83,2.0,41.51,2
Jakkur,3 BHK,1660.0,3.0,104.0,3
Nagavara,2 BHK,1247.0,2.0,58.56,2
Thanisandra,3 BHK,1595.0,3.0,96.0,3
Kaggadasapura,2 BHK,1175.0,2.0,50.0,2
Old Airport Road,2 BHK,1184.0,2.0,78.0,2
Byrasandra,2 BHK,1100.0,2.0,55.0,2
Yelahanka,2 BHK,1200.0,2.0,60.0,2
Uttarahalli,2 BHK,1000.0,2.0,52.0,2
Yelahanka,3 BHK,1705.0,3.0,85.0,3
Tumkur Road,3 BHK,1060.0,2.0,58.3,3
Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4
Kammagondahalli,3 BHK,1347.0,2.0,55.0,3
Varthur,2 BHK,1402.0,2.0,95.0,2
Whitefield,3 BHK,2280.0,4.0,125.0,3
5th Phase JP Nagar,2 BHK,1080.0,2.0,53.0,2
Begur Road,2 BHK,1100.0,2.0,42.6,2
Sarjapur  Road,4 BHK,2500.0,4.0,225.0,4
Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2
Begur Road,3 BHK,1565.0,2.0,57.91,3
Whitefield,4 BHK,2882.0,5.0,200.0,4
Krishna Reddy Layout,3 BHK,2180.0,3.0,273.0,3
Abbigere,2 BHK,985.0,2.0,38.92,2
Sarjapur,2 BHK,950.0,2.0,35.0,2
Ayappa Nagar,3 BHK,1449.0,3.0,72.0,3
Hoskote,2 BHK,1003.5,2.0,28.095,2
Sarjapur,3 Bedroom,3009.0,3.0,330.0,3
3rd Block Hrbr Layout,2 BHK,1300.0,2.0,95.0,2
Kanakpura Road,2 BHK,1220.0,2.0,60.0,2
Sarjapur  Road,3 BHK,2289.0,3.0,178.0,3
Whitefield,2 BHK,1170.0,2.0,56.0,2
Kambipura,2 BHK,883.0,2.0,45.0,2
Thanisandra,3 BHK,1698.0,3.0,125.0,3
Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4
Somasundara Palya,2 BHK,1185.0,2.0,75.0,2
Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3
Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2
Rajaji Nagar,3 BHK,2500.0,3.0,340.0,3
Bhoganhalli,2 BHK,970.0,2.0,52.5,2
Whitefield,3 BHK,1639.5,3.0,92.63,3
Ramagondanahalli,3 BHK,1635.0,3.0,57.0,3
Harlur,3 Bedroom,3425.0,3.0,320.0,3
Hennur Road,4 Bedroom,2950.0,4.0,253.0,4
Jalahalli,1 BHK,1200.0,2.0,66.0,1
Hebbal,4 BHK,4450.0,6.0,449.0,4
Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2
Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3
Gulimangala,3 BHK,1690.0,3.0,50.0,3
Thanisandra,3 BHK,1732.0,3.0,85.73,3
Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2
Kengeri,1 BHK,416.0,1.0,17.19,1
Yelahanka,3 BHK,1350.0,2.0,85.0,3
Thanisandra,2 BHK,1226.0,2.0,65.0,2
Hegde Nagar,3 BHK,1168.0,2.0,68.0,3
Bannerghatta,3 BHK,1776.0,3.0,124.0,3
Whitefield,3 BHK,1634.0,3.0,68.0,3
Whitefield,2 BHK,1190.0,2.0,70.0,2
JP Nagar,2 BHK,1133.0,2.0,33.99,2
Suraksha Nagar,3 BHK,1559.0,3.0,62.0,3
Sathya Sai Layout,4 BHK,6652.0,6.0,510.0,4
Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2
Binny Pete,4 BHK,2940.0,6.0,201.0,4
Yelahanka,3 BHK,1633.0,3.0,110.0,3
Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2
Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3
Uttarahalli,2 BHK,1037.0,2.0,36.0,2
Thanisandra,2 BHK,1188.0,2.0,36.0,2
Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,52.0,2
Thigalarapalya,3 BHK,2215.0,4.0,162.0,3
Hormavu,2 BHK,1075.0,2.0,53.7,2
Harlur,4 BHK,2569.0,5.0,180.0,4
Kudlu Gate,2 BHK,1183.0,2.0,79.54,2
HSR Layout,2 BHK,1100.0,2.0,44.0,2
Jakkur,2 BHK,1291.0,2.0,75.0,2
Electronic City,2 BHK,1060.0,2.0,55.0,2
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3
Mahadevpura,2 BHK,1236.0,2.0,58.0,2
Malleshwaram,3 BHK,2475.0,4.0,326.0,3
Thanisandra,2 BHK,1056.0,2.0,75.0,2
Kudlu Gate,3 BHK,1850.0,3.0,110.0,3
Amblipura,4 BHK,3150.0,4.0,180.0,4
Chandapura,3 BHK,1185.0,2.0,30.22,3
Jigani,2 BHK,918.0,2.0,56.0,2
Munnekollal,3 BHK,1540.0,2.0,70.0,3
Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2
Sarjapur,4 Bedroom,2585.5,4.0,115.0,4
Hosur Road,2 BHK,1345.0,2.0,106.0,2
8th Phase JP Nagar,2 BHK,1510.0,2.0,80.0,2
Yelahanka,1 BHK,827.5,1.0,42.535,1
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3
Hormavu,4 BHK,2282.0,4.0,115.0,4
Sarjapur,3 Bedroom,2172.0,3.0,100.0,3
Uttarahalli,3 BHK,1245.0,2.0,43.58,3
Sahakara Nagar,2 BHK,1200.0,2.0,46.0,2
7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3
Hebbal,3 BHK,3520.0,5.0,240.0,3
5th Phase JP Nagar,2 BHK,1041.0,2.0,54.0,2
Sarjapur  Road,3 BHK,1505.0,2.0,60.0,3
Bannerghatta,3 BHK,1776.0,3.0,150.0,3
Bellandur,3 BHK,1767.0,3.0,89.0,3
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,80.0,2
Bhuvaneshwari Nagar,2 BHK,1280.0,2.0,68.48,2
Thanisandra,2 BHK,1245.0,2.0,83.05,2
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3
Kannamangala,3 BHK,1814.0,3.0,129.0,3
Ramagondanahalli,3 BHK,1610.0,2.0,112.0,3
Kasavanhalli,3 BHK,1600.0,3.0,79.0,3
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3
Ittamadu,3 BHK,1475.0,3.0,75.0,3
Electronic City,2 BHK,1353.0,2.0,75.0,2
Whitefield,4 Bedroom,4800.0,4.0,550.0,4
Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2
Thanisandra,4 BHK,2695.0,4.0,188.0,4
Hessarghatta,3 BHK,1330.0,3.0,65.0,3
BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2
Kanakpura Road,3 BHK,1700.0,3.0,75.0,3
Kasavanhalli,2 BHK,1585.0,2.0,90.0,2
Electronic City,2 BHK,1128.0,2.0,67.0,2
HSR Layout,2 BHK,1203.0,2.0,60.0,2
Mallasandra,2 BHK,905.0,2.0,35.0,2
Hennur Road,3 BHK,1450.0,3.0,79.0,3
Varthur,2 BHK,1105.0,2.0,38.0,2
Jalahalli,3 BHK,1530.0,2.0,89.0,3
Whitefield,2 BHK,1105.0,2.0,35.4,2
Dasarahalli,2 BHK,1333.0,2.0,78.56,2
Old Madras Road,3 BHK,1530.0,3.0,76.34,3
Whitefield,2 BHK,1270.0,2.0,94.0,2
Bellandur,3 BHK,1830.0,3.0,89.0,3
Attibele,4 Bedroom,2400.0,2.0,250.0,4
Bannerghatta Road,3 BHK,1450.0,2.0,78.0,3
Begur Road,2 BHK,1200.0,2.0,44.4,2
Bommanahalli,2 BHK,1355.0,2.0,73.17,2
Electronic City,2 BHK,1070.0,2.0,57.0,2
CV Raman Nagar,3 BHK,1980.0,4.0,180.0,3
Bommasandra,2 BHK,842.0,2.0,30.0,2
Bannerghatta Road,1 BHK,700.0,1.0,31.2,1
Dena Bank Colony,2 BHK,1100.0,2.0,75.0,2
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
Budigere,3 BHK,1820.0,3.0,85.0,3
Thanisandra,2 BHK,1185.0,2.0,43.5,2
Whitefield,2 BHK,1220.0,2.0,89.0,2
Whitefield,2 BHK,1116.0,2.0,51.91,2
6th Phase JP Nagar,2 BHK,1192.0,2.0,75.0,2
Marathahalli,3 BHK,1449.0,3.0,110.0,3
Ardendale,3 Bedroom,2500.0,3.0,250.0,3
Electronic City,3 BHK,1700.0,3.0,90.0,3
Hebbal,3 BHK,1920.0,3.0,150.0,3
Hoodi,2 BHK,1447.0,3.0,76.0,2
Kanakpura Road,2 BHK,1329.0,2.0,107.0,2
Sarjapur  Road,3 BHK,1314.0,2.0,70.44,3
Hosa Road,3 BHK,1513.0,3.0,103.0,3
Vittasandra,2 BHK,1246.0,2.0,67.5,2
Dasarahalli,2 BHK,1220.0,2.0,62.0,2
Kasavanhalli,2 BHK,1245.0,2.0,80.0,2
Anantapuram,3 BHK,1495.0,2.0,63.0,3
Gollarapalya Hosahalli,2 BHK,996.0,2.0,36.5,2
Chikka Banaswadi,2 BHK,1250.0,2.0,75.0,2
Chandapura,2 BHK,975.0,2.0,24.86,2
Thanisandra,3 BHK,1261.0,2.0,80.0,3
Electronics City Phase 1,2 BHK,1080.0,2.0,46.0,2
Akshayanagara East,2 BHK,1230.0,2.0,50.0,2
Bommasandra,3 BHK,1260.0,3.0,49.36,3
HSR Layout,3 BHK,1590.0,2.0,135.0,3
Horamavu Agara,2 BHK,1220.0,2.0,39.0,2
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3
Green Glen Layout,3 BHK,1750.0,3.0,105.0,3
Whitefield,3 BHK,1436.0,2.0,62.15,3
Varthur,3 BHK,1560.0,3.0,90.0,3
Belatur,2 BHK,1275.0,2.0,59.0,2
Bellandur,3 BHK,2400.0,3.0,115.0,3
Kaggalipura,4 Bedroom,3150.0,5.0,212.0,4
Karuna Nagar,3 BHK,1960.0,3.0,165.0,3
JP Nagar,4 BHK,3200.0,5.0,309.0,4
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2
Yelahanka,2 BHK,1195.0,2.0,53.105,2
Sathya Sai Layout,4 Bedroom,4304.0,4.0,699.0,4
Sarjapur  Road,3 BHK,2100.0,3.0,130.0,3
Kudlu,2 BHK,1027.0,2.0,44.0,2
Whitefield,4 Bedroom,1575.0,4.0,250.0,4
Bommasandra,3 BHK,1365.0,3.0,52.82,3
Yelahanka New Town,1 BHK,650.0,1.0,18.0,1
7th Phase JP Nagar,3 BHK,1075.0,2.0,57.0,3
Banashankari,2 BHK,1100.0,2.0,63.0,2
Kammasandra,3 BHK,1500.0,3.0,65.0,3
Vittasandra,2 BHK,1246.0,2.0,67.5,2
Bhoganhalli,3 BHK,1718.0,3.0,90.2,3
Bisuvanahalli,3 BHK,1075.0,2.0,32.0,3
Hosur Road,3 BHK,1685.0,3.0,90.0,3
Guddadahalli,2 BHK,1180.0,2.0,65.0,2
Ejipura,2 BHK,1200.0,2.0,60.0,2
Kanakpura Road,2 BHK,900.0,2.0,41.0,2
Chelekare,2 BHK,1000.0,2.0,45.0,2
Vittasandra,2 BHK,1404.0,2.0,70.0,2
Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3
Varthur,2 BHK,1760.0,2.0,85.0,2
Kashi Nagar,2 BHK,1190.0,2.0,42.0,2
Rajaji Nagar,3 BHK,2415.0,3.0,399.0,3
Gunjur,2 BHK,1235.0,2.0,44.5,2
Nanjappa Garden,2 BHK,1275.0,2.0,55.0,2
Harlur,2 BHK,1197.0,2.0,76.0,2
Begur Road,1 BHK,644.0,1.0,32.0,1
Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2
Hormavu,2 BHK,1206.0,2.0,55.0,2
Choodasandra,3 BHK,1560.0,3.0,78.0,3
7th Phase JP Nagar,1 BHK,750.0,1.0,47.0,1
Billekahalli,2 BHK,1035.0,2.0,90.0,2
Sarjapur  Road,1 BHK,702.0,1.0,35.8,1
Yelahanka New Town,3 BHK,1426.0,2.0,61.5,3
Green Glen Layout,3 BHK,1885.0,3.0,135.0,3
Old Madras Road,2 BHK,935.0,2.0,37.77,2
Old Madras Road,2 BHK,1171.0,2.0,73.0,2
Budigere,3 BHK,1820.0,3.0,95.0,3
Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,66.85,3
Whitefield,3 BHK,1452.0,2.0,46.29,3
Hennur Road,3 BHK,1445.0,2.0,89.56,3
Gollahalli,2 BHK,1170.0,2.0,39.0,2
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3
Rachenahalli,3 BHK,2600.0,3.0,160.0,3
Shikaripalya,3 BHK,1532.0,3.0,59.75,3
Jakkur,2 BHK,1473.0,2.0,85.0,2
Kathriguppe,3 BHK,1350.0,3.0,80.99,3
Prithvi Layout,4 BHK,4040.0,4.0,500.0,4
CV Raman Nagar,3 BHK,1980.0,4.0,166.0,3
Hoodi,3 BHK,1660.0,3.0,128.0,3
Neeladri Nagar,5 Bedroom,4000.0,5.0,425.0,5
Malleshwaram,3 BHK,2475.0,4.0,340.0,3
R.T. Nagar,2 BHK,1080.0,2.0,48.0,2
Electronic City,3 BHK,1521.0,2.0,57.5,3
Aishwarya Crystal Layout,2 BHK,1053.0,2.0,51.0,2
Binny Pete,3 BHK,2406.0,5.0,289.0,3
Thanisandra,3 BHK,1430.0,2.0,51.48,3
Begur,3 BHK,2400.0,3.0,12.0,3
Uttarahalli,2 BHK,1000.0,2.0,39.5,2
Bannerghatta Road,3 BHK,1630.0,3.0,68.0,3
Kammasandra,2 BHK,985.0,2.0,40.5,2
BTM 2nd Stage,2 BHK,1200.0,2.0,70.0,2
Mico Layout,3 BHK,1670.0,3.0,59.0,3
Sarjapur  Road,4 Bedroom,1240.0,4.0,110.0,4
Maheswari Nagar,2 BHK,1000.0,2.0,60.0,2
Begur Road,4 BHK,2500.0,6.0,122.5,4
Haralur Road,2 BHK,1140.0,2.0,43.0,2
Nagarbhavi,3 BHK,1635.0,3.0,85.0,3
Sector 7 HSR Layout,3 BHK,1760.0,3.0,185.0,3
Harlur,3 BHK,2137.0,3.0,110.0,3
Hennur Road,2 BHK,973.0,2.0,50.74,2
Kundalahalli,3 BHK,1724.0,3.0,146.0,3
Kambipura,2 BHK,883.0,2.0,49.0,2
Ramagondanahalli,4 BHK,2787.0,5.0,220.0,4
Devasthanagalu,3 BHK,1470.0,2.0,60.0,3
Electronics City Phase 1,2 BHK,891.0,2.0,24.95,2
Kothanur,3 BHK,1787.0,3.0,120.0,3
Sarjapur  Road,2 BHK,1320.0,2.0,110.0,2
Yeshwanthpur,3 BHK,1692.0,3.0,108.0,3
Bannerghatta Road,3 BHK,1400.0,3.0,69.0,3
Whitefield,2 BHK,1370.0,2.0,56.0,2
Thirumenahalli,3 BHK,1602.0,3.0,56.0,3
GM Palaya,1 BHK,675.0,1.0,35.0,1
Chikka Tirupathi,4 Bedroom,3250.0,4.0,136.0,4
Whitefield,2 BHK,1050.0,2.0,43.0,2
Jalahalli East,2 BHK,1035.0,2.0,42.5,2
Sarjapur  Road,3 BHK,1200.0,2.0,44.0,3
Sarjapur  Road,3 BHK,1800.0,3.0,128.0,3
Green Glen Layout,3 BHK,1625.0,3.0,70.0,3
Electronics City Phase 1,2 BHK,1032.0,2.0,31.99,2
Whitefield,3 BHK,1496.0,2.0,71.81,3
Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2
Chikka Banaswadi,3 BHK,1555.0,3.0,73.0,3
Amruthahalli,2 BHK,1025.0,2.0,42.0,2
Hennur Road,3 BHK,1482.0,2.0,83.73,3
Arekere,2 BHK,900.0,2.0,44.5,2
Yelahanka,3 BHK,1355.0,2.0,75.0,3
Suraksha Nagar,3 BHK,1563.0,3.0,63.0,3
Marathahalli,2 BHK,1360.0,2.0,101.0,2
Hegde Nagar,3 BHK,1835.0,3.0,88.0,3
Rachenahalli,3 BHK,1756.0,3.0,110.0,3
8th Phase JP Nagar,3 BHK,1296.0,2.0,51.83,3
Haralur Road,2 BHK,1300.0,2.0,75.0,2
Anandapura,2 BHK,1141.0,2.0,50.0,2
Electronic City,2 BHK,1210.0,2.0,55.0,2
Hormavu,2 BHK,1310.0,2.0,67.0,2
Magadi Road,3 BHK,1187.0,2.0,55.195,3
Gubbalala,3 BHK,1745.0,3.0,140.0,3
Electronic City Phase II,2 BHK,1140.0,2.0,34.0,2
Varthur,2 BHK,1210.0,2.0,54.0,2
Sarjapur,1 BHK,633.0,1.0,17.09,1
Amruthahalli,1 BHK,485.0,1.0,19.5,1
Varthur,2 BHK,1112.0,2.0,40.0,2
Sarjapur  Road,3 BHK,2275.0,4.0,187.0,3
Doddanakundi Industrial Area 2,3 BHK,1419.0,3.0,85.0,3
Kundalahalli,2 BHK,1047.0,2.0,91.0,2
Thanisandra,3 BHK,1884.0,4.0,117.0,3
Bannerghatta Road,2 BHK,905.0,2.0,58.0,2
JP Nagar,3 BHK,1500.0,2.0,108.0,3
Hennur Road,3 BHK,1305.0,2.0,77.0,3
Billekahalli,2 BHK,1125.0,2.0,65.0,2
BSM Extension,2 BHK,865.0,2.0,33.0,2
Jigani,3 BHK,1245.0,3.0,66.0,3
Udayagiri,3 BHK,1145.0,2.0,60.0,3
AECS Layout,3 BHK,2000.0,3.0,90.0,3
Hosa Road,1 BHK,625.0,1.0,43.68,1
Kundalahalli,3 BHK,1724.0,3.0,128.0,3
Sarjapur  Road,3 BHK,1270.0,2.0,54.0,3
Jakkur,3 BHK,1485.0,3.0,72.0,3
Ambedkar Nagar,3 BHK,1950.0,4.0,120.0,3
Yelahanka,3 BHK,1756.0,3.0,125.0,3
Chandapura,1 BHK,520.0,1.0,14.04,1
Doddakannelli,2 BHK,1025.0,2.0,48.0,2
Sarjapur  Road,4 BHK,3335.0,4.0,300.0,4
Begur,3 BHK,1411.0,2.0,60.0,3
Kanakpura Road,3 BHK,1320.0,2.0,39.6,3
Bannerghatta,2 BHK,1320.0,2.0,50.0,2
Kalena Agrahara,3 BHK,1804.0,3.0,155.0,3
HSR Layout,2 BHK,1140.0,2.0,46.0,2
Hebbal,4 BHK,2375.0,4.0,189.0,4
Thanisandra,2 BHK,965.0,2.0,54.0,2
Lingadheeranahalli,3 BHK,1684.0,3.0,120.0,3
Hennur Road,3 BHK,1672.0,3.0,86.0,3
Panathur,2 BHK,1075.0,2.0,60.0,2
Sarjapur,3 Bedroom,1500.0,5.0,95.0,3
Hebbal,2 BHK,1420.0,2.0,99.26,2
Yeshwanthpur,2 BHK,1169.0,2.0,64.08,2
Devanahalli,3 BHK,1290.0,2.0,62.0,3
Mysore Road,3 BHK,1500.0,3.0,70.0,3
Electronic City Phase II,3 BHK,1310.0,2.0,37.84,3
Bhoopsandra,3 BHK,2150.0,3.0,170.0,3
Sarjapur  Road,2 BHK,1025.0,2.0,45.5,2
Electronic City,2 BHK,1070.0,2.0,60.0,2
Begur,2 BHK,815.0,2.0,40.0,2
Kanakpura Road,3 BHK,2000.0,3.0,105.0,3
ITPL,4 BHK,5667.5,5.0,300.0,4
Hegde Nagar,4 Bedroom,3500.0,5.0,450.0,4
KR Puram,2 BHK,1205.0,2.0,45.79,2
Jakkur Plantation,2 BHK,1368.0,2.0,87.0,2
Yelahanka,2 BHK,1408.0,2.0,58.0,2
Reliaable Tranquil Layout,3 BHK,1507.0,3.0,80.0,3
Poorna Pragna Layout,2 BHK,960.0,2.0,50.0,2
NGR Layout,2 BHK,1021.0,2.0,46.0,2
Hegde Nagar,3 BHK,2162.03,4.0,129.0,3
Channasandra,2 BHK,1065.0,2.0,36.0,2
Attibele,1 BHK,400.0,1.0,10.25,1
Bannerghatta Road,3 BHK,1465.0,2.0,75.0,3
Kanakpura Road,2 BHK,900.0,2.0,41.0,2
Marathahalli,3 BHK,1800.0,3.0,95.0,3
Amblipura,2 BHK,1175.0,2.0,83.0,2
Sanjay nagar,2 BHK,1050.0,2.0,59.0,2
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3
Indira Nagar,3 BHK,1650.0,3.0,150.0,3
KR Puram,3 BHK,1827.0,3.0,97.0,3
Thanisandra,3 BHK,1930.0,4.0,122.0,3
Mysore Road,2 BHK,883.0,2.0,37.0,2
Kanakapura,3 BHK,1290.0,2.0,38.69,3
Doddaballapur,4 Bedroom,2400.0,3.0,200.0,4
Munnekollal,3 BHK,1200.0,2.0,57.9,3
JP Nagar,3 BHK,1520.0,3.0,125.0,3
Thanisandra,1 BHK,777.0,1.0,38.46,1
EPIP Zone,3 BHK,2710.0,3.0,177.0,3
Kenchenahalli,2 BHK,1150.0,2.0,57.0,2
Mahalakshmi Layout,3 BHK,1200.0,2.0,110.0,3
Hebbal,2 BHK,1252.0,2.0,92.0,2
Marathahalli,3 BHK,1650.0,3.0,85.0,3
Marathahalli,2 BHK,1270.0,2.0,80.0,2
Tumkur Road,2 BHK,992.0,2.0,70.0,2
